,label,feature_1646,feature_3311,feature_823,feature_2622,feature_2571,feature_1790,feature_3254,feature_1044,feature_1618,feature_988,feature_527,feature_654,feature_1074,feature_1275,feature_110,feature_1627,feature_3206,feature_2105,feature_1837,feature_2019,feature_1544,feature_1613,feature_1629,feature_616,feature_1574,feature_3248,feature_1715,feature_1639,feature_792,feature_2758,feature_1538,feature_1572,feature_632,feature_1464,feature_1898,feature_1029,feature_1471,feature_720,feature_257,feature_1682,feature_1683,feature_1638,feature_1674,feature_1175,feature_3788,feature_244,feature_1232,feature_3806,feature_1995,feature_1577,feature_613,feature_2099,feature_3750,feature_3801,feature_2644,feature_1375,feature_2133,feature_666,feature_750,feature_317,feature_1615
599,6,0.009144655,-0.1423389,-0.012177457,-0.7023381,0.007361977,-0.012650926,-0.033079732,0.027207285,0.11394831,0.37456277,-0.0631568,-0.15909211,-0.11528988,0.03539943,0.088448085,0.004814811,-0.12339765,-0.34016514,0.08329038,0.052933026,-0.060063686,0.015024677,-0.02417408,-0.18340169,0.05238671,0.11945498,-0.08810929,0.03984644,0.12872085,0.030794043,-0.00562877,0.014528041,-0.31463578,0.4124752,0.16696899,0.09352686,0.021936953,0.096589796,0.27022433,0.03396614,0.05196306,-0.028501682,0.09865727,0.03703331,0.035638936,-0.34621206,0.055356827,-0.065318674,-0.16965725,0.021479728,0.16182743,-0.09416443,-0.0873929,0.051605396,-0.026955444,0.3444534,0.000259265,0.06583565,0.073306225,0.38558024,-0.044337384
1981,5,-0.0087179,-0.03784678,0.30308992,-0.38425365,-0.10270079,-0.016232833,0.016237382,0.11358833,0.12032384,0.45487535,0.1343962,0.20505302,-0.057627045,0.006944886,0.07758619,0.02998633,-0.051183578,-0.068272926,-0.001875655,-0.009296996,-0.11921584,0.13909982,0.0629251,-0.012428102,0.0628854,0.043033175,0.05779981,0.11460399,0.2567278,-0.02243383,0.07552266,0.15155719,-0.0768041,0.08351563,0.019258607,0.27275887,-0.007223838,0.044742808,0.49369857,0.15723282,0.07869116,-0.021667007,0.18190722,0.21813245,-0.12873477,-0.35036984,0.1373407,-0.036549125,0.028424136,-0.025564509,0.29967162,0.13700528,-0.0731766,0.0344435,-0.08543614,0.24749337,0.12308054,0.09623972,0.029472008,0.40219766,0.057591584
2053,4,-0.24926108,-0.16184688,-0.18662117,-0.62073815,0.09158584,0.035386216,0.01853551,0.17614257,0.05818747,0.271243,0.18063504,-0.13270299,-0.12320374,-0.039998297,0.2178512,-0.003597013,0.00124997,-0.28249073,0.18898858,-0.06758239,-0.049231417,0.010080178,-0.08688766,0.089986324,-0.112507276,0.039974436,-0.060786758,0.023074737,0.4718423,-0.038675733,0.04111667,0.048421115,-0.17373101,0.45745447,0.23458004,0.1877233,0.04994197,0.17063762,0.34991792,-0.006261753,-0.010963366,0.04416011,0.003090345,0.19513069,-0.011609861,0.1457755,-0.09923983,-0.028397458,0.2186732,0.083725795,0.10876343,-0.115623064,-0.13179953,0.032386437,-0.013951838,0.21635453,0.06567302,-0.008188124,0.17007825,0.20919107,0.005368147
87,6,-0.11504531,-0.008591197,-0.124056235,-0.20756508,-0.02258733,0.047096416,0.026853172,-0.04227718,-0.023114735,0.36520943,-0.079021476,-0.39638698,0.19287239,-0.016027039,0.025253385,0.07921637,0.021460075,0.121164426,0.16403092,-0.32644603,-0.076196514,0.040408805,-0.026740069,-0.029653613,-0.031290144,0.0766012,0.003912591,0.17154701,0.4945897,-0.023170996,0.01974823,0.05559536,-0.11812925,-0.12781996,0.11716754,0.45813,0.08823688,0.24196272,0.4834129,0.012339047,-0.01043022,0.017427124,0.021158634,-0.08514145,-0.002777726,0.3213133,-0.000849081,-0.059895217,0.18372378,-0.0823628,-0.013271843,-0.053660896,-0.024109181,0.057378218,-0.044845223,0.03327796,0.1572331,0.28115717,0.2764258,0.082318485,-0.016273662
530,2,-0.123778634,-0.26178652,0.025089677,-0.68930167,0.067523025,-0.05471273,-0.017957559,0.11736559,0.031334896,0.30593124,0.06795463,0.123408355,-0.082435705,-0.06862274,0.049067914,-0.009003559,-0.020377694,-0.38357985,0.09639204,-0.07005212,-0.07915234,-0.016846796,-0.06885547,-0.021310182,-0.057869844,0.08472708,0.009909761,0.028828325,-0.01121238,-0.01957926,0.02628917,0.02240039,-0.17095391,0.45101818,0.15291609,0.20650053,0.09542781,-0.026327442,0.225013,-0.00623775,-0.055287194,-0.046486434,-0.043466683,0.12042255,-0.052676745,-0.3268533,0.048918467,-0.03294568,-0.102281,0.046078674,0.15560909,-0.098340094,-0.09854283,0.07459517,0.011568892,0.36259475,0.030640295,-0.10024852,-0.10944017,0.37913942,0.029810656
1514,0,0.15422669,0.026173685,0.15880904,-0.51413995,-0.012421588,-0.012498604,0.045926522,-0.048429552,0.04439369,0.44320172,0.08024641,0.32507315,0.031102031,0.000634748,0.034281388,0.07523091,-0.06407951,-0.14744014,-0.15133652,-0.09123263,0.07781025,0.15702525,0.003231309,0.062178828,0.08494676,0.043900747,0.011858109,0.25837678,0.35954607,0.030833011,0.11865056,0.08866861,0.01804909,0.20169784,-0.002369392,0.14491974,0.26764065,0.0763961,0.4796239,0.09181851,0.12061649,-0.108242154,0.23544405,-0.20765543,-0.055666383,0.1897508,0.08301767,-0.021651398,-0.07294347,-0.010348497,0.20418115,0.000628032,0.021190131,0.07866229,0.029772434,0.067318186,0.140737,0.13510208,0.10253182,0.31572053,0.07963693
2338,4,-0.123966336,-0.018470328,-0.15490757,-0.33399415,0.080012426,0.090069495,-0.07676549,0.058694974,-0.08669753,0.43905675,0.11189807,0.073217854,0.26290178,-0.14354584,0.09903495,-0.04615233,-0.0435698,-0.22887024,0.29054505,-0.32978573,-0.11379959,-0.03289023,-0.093950585,0.15543248,-0.06537047,0.12594868,-0.075369336,-0.04964845,0.25524125,0.043502167,0.12000334,0.19626747,-0.135594,0.15295571,0.14941733,0.32586044,0.1362001,0.22748889,0.052520964,0.023334837,-0.07163994,0.058774713,-0.013364128,-0.001323382,0.036222413,0.03713172,-0.041255213,-0.020322151,0.22218625,-0.05177571,0.16763678,0.068027176,-0.013190467,0.028989593,-0.001189021,0.15025716,0.05975197,-0.2245568,0.04578722,0.34255102,-0.029447278
655,5,0.08816394,0.2964958,0.03700824,-0.6393143,0.002333601,-0.010876544,0.06400036,-0.17140402,-0.008363249,0.3946227,0.1785731,0.17017573,0.18515918,0.039702866,0.24526718,-0.00695991,0.07187417,-0.23851398,-0.054947317,-0.09878749,-0.07182619,0.15944918,-0.020818979,0.23758996,0.09857319,-0.16553847,0.010961072,-0.016215324,0.458683,-0.12125468,0.037396718,0.27361006,0.003067312,-0.05548984,0.27322385,-0.10134013,0.06282241,0.05058452,0.36388436,0.1700851,0.12276964,0.18231152,0.28679097,0.10814599,0.023483817,0.19878487,0.03362559,0.061609425,0.619937,-0.12493103,0.14653684,0.124942765,0.056237645,0.016196046,-0.11401775,-0.05236419,0.14697047,0.19767168,0.11461529,0.27944463,0.03800937
5,4,-0.34492236,-0.07861266,0.09192238,-0.5961121,0.08178492,0.12806532,-0.030004581,-0.13182652,0.14529191,0.42911243,0.17410922,0.2740527,-0.003062212,0.10216744,0.39549568,-0.07957681,-0.13059953,-0.14544763,0.2706712,-0.17107831,0.016926138,0.29222167,-0.005182238,0.08206632,-0.030616347,0.08327315,0.001252898,0.11218299,0.571119,-0.10779326,0.009913989,0.08120422,0.012442647,-0.088049755,0.08971881,0.5908187,-0.18047802,-0.2487,0.47786596,0.08518372,-0.116085686,0.13807617,0.16387452,0.42156428,-0.10514057,-0.13500552,0.08335999,0.07118144,-0.18773927,-0.1840879,-0.05631792,-0.05588779,0.060218688,-0.004336337,-0.056723993,-0.05073222,-0.08062413,0.25964803,0.08118405,0.020024544,0.11479402
1420,3,0.04337359,0.063188836,-0.47026002,-0.50460875,0.06652625,0.081339344,0.03079033,-0.095218465,0.10314764,0.4857107,-0.2417622,-0.37173694,-0.14416628,0.013083763,0.07951684,-0.074899666,0.049430087,0.37459564,0.010942324,0.21774125,-0.1258243,-0.010722508,-0.047827058,0.015551723,0.20956495,-0.14035903,-0.08314233,0.07121352,0.6799313,-0.050551508,0.13302822,0.044819318,-0.19541548,0.2392205,0.43213806,0.39028463,-0.06104218,0.19702038,0.3789829,0.056284655,0.052264802,0.1363389,-0.056645755,0.24011956,-0.056248374,0.70915353,-0.059680216,-0.105966575,0.07678238,-0.033791967,0.20365494,0.099893734,-0.014634107,-0.017127829,-0.13793111,0.12786883,0.22001502,0.059421357,0.13631012,0.37265372,-0.032212283
2026,1,0.15638854,-0.12352568,-0.07713239,-0.7517669,-0.003911857,-0.01693834,0.046146113,0.06486004,0.09044822,0.508124,-0.11513375,-0.02441253,-0.026604155,0.000102527,-0.10392077,-0.002554638,-0.00408354,-0.36606762,0.000376549,-0.02309893,-0.04874199,0.07810213,0.015434353,0.014432223,0.06858693,0.053268015,-0.029921953,0.03563049,0.16809851,-0.006933976,0.057939094,0.010207686,-0.17386247,0.35671645,0.18062727,0.006563464,0.09519548,-0.12827906,0.28929496,0.09952077,0.027536921,0.009717903,0.07780091,-0.06752917,0.010419206,-0.28295097,0.083808735,0.06223591,-0.19393876,0.037113942,0.029528916,-0.07356191,-0.036567606,0.043467622,0.013360782,0.27781576,0.042570055,0.21721487,0.1260075,0.489425,-0.012118495
1497,1,0.1195496,0.091048576,-0.1716084,-0.72935283,-0.01443677,0.024611987,0.07712489,0.02629889,0.13159823,0.45981458,-0.04092047,-0.25511095,0.00430889,0.13606825,0.04335767,-0.023302102,-0.01318653,-0.21112353,0.020712607,-0.07661627,0.04552073,0.097237565,-0.100074165,0.075412214,0.030056762,-0.05262967,0.04229517,0.019188587,0.3310383,-0.046887495,-0.0079666,0.15068814,-0.1597705,0.37841797,0.26077577,-0.041299067,0.039945073,0.13413276,0.37055066,0.0649123,0.073138796,0.08597459,0.13769901,0.078662835,0.047998905,0.431837,-0.004054609,0.10057724,0.44318396,-0.052097507,0.14061233,0.12249492,0.024036624,-0.031510435,-0.07906525,0.29354346,0.13141996,0.13314222,-0.02243608,0.2784438,0.06630538
2381,1,-0.02579701,-0.07848587,-0.045008603,-0.36476806,0.07233559,-0.017989775,0.009482499,0.14652193,0.06321871,0.4729348,0.00029273,0.26232827,0.066172786,-0.20778936,-0.106173776,-0.0154849,-0.029444972,-0.062805764,0.11837934,-0.14230631,-0.10170052,-0.079433545,-0.0899876,0.099318914,0.10638088,0.068100594,-0.024455735,0.12986177,0.4924388,0.02941068,-0.000622695,0.08235909,-0.10323524,0.032198753,0.075969115,0.36160088,0.13840339,0.06266734,0.23623891,0.042020984,0.029661415,-0.006479483,0.06580378,0.14302506,-0.036485787,0.18670493,0.14239459,-0.033926,-0.13023718,-0.08039964,-0.007157526,-0.073262215,0.026783388,0.011510392,-0.055490293,-0.01080041,0.24690175,0.17342867,0.11881333,0.39422747,0.02398509
1958,3,0.04922434,-0.031114887,-0.06755011,-0.36538544,-0.05093604,0.001239569,0.012731813,-0.06509659,0.06902924,0.40014952,-0.001931553,-0.13815235,0.07144575,-0.009758489,0.16367051,-0.016527167,-0.04139851,0.09780227,0.151856,-0.24079728,-0.05795447,0.040661145,-0.0676437,0.09820724,0.032060817,0.08329174,0.05666364,0.124641836,0.3600126,-0.023757465,0.10609155,-0.004560668,-0.030280085,-0.10393544,0.1329657,0.19316576,0.016398806,0.14279433,0.3583198,0.18626896,0.003665515,-0.013444057,0.13296369,-0.006248448,-0.028855339,0.08004322,0.13863693,-0.01846164,0.3081424,-0.07798438,0.09126411,0.010943617,-0.0414145,-0.06464734,-0.059119467,0.20195867,0.1269052,0.29176676,0.117908135,0.21668558,0.08026722
2016,1,-0.014059179,-0.1662232,-0.11347951,-0.6855449,-0.056796573,0.013700981,0.01261771,0.17383668,0.10774395,0.4882112,-0.15731603,-0.3681993,-0.15438715,0.04583555,0.13905852,0.000306215,-0.092272244,-0.33180004,0.03863733,0.12471802,0.03724272,0.031764157,0.06205686,-0.16835444,0.000858741,0.08696463,-0.019687114,-0.010669958,0.3182881,-0.021602128,-0.031420052,0.03627574,-0.33278722,0.46712312,0.1336847,0.09738665,0.03315752,0.06796478,0.18083675,0.08080508,0.027802002,0.0292664,0.07036473,0.07200849,-0.053767342,0.013468522,0.12531094,0.002152824,-0.031442672,0.055716444,0.07066133,0.026593003,-0.101757124,0.005648037,-0.04026023,0.37706357,0.012417758,-0.06715009,0.09428823,0.4276039,-0.05189228
384,4,-0.17743891,0.01394438,-0.17685206,-0.44930565,0.09144858,0.0751152,0.017754685,0.056555875,0.017176209,0.4473319,0.004726475,-0.08443224,0.21463649,-0.059047796,-0.039105218,-0.02895,0.013109425,0.012000254,0.27477863,-0.38266414,-0.061908163,-0.042661067,-0.12675928,0.051702216,-0.06966096,-0.002259738,-0.0600176,0.37064078,0.5560963,-0.013009361,0.17596117,0.115281716,-0.08093091,-0.021954447,0.19279054,0.5159164,0.2303172,0.25155324,0.34470308,0.05853381,-0.07205104,-0.049205378,0.030357841,-0.24807173,-0.08179956,0.654282,0.12704587,0.001525202,0.082635544,-0.00906013,0.14713706,0.026160458,0.04898591,0.05119311,-0.018719908,-0.1695335,0.1537964,0.117130466,0.22573076,0.21858023,-0.113281354
2435,1,0.033720434,-0.10447888,0.0678502,-0.73999745,-0.010159148,-0.010402864,-0.005372759,0.051935077,0.07877472,0.46814334,-0.17532162,-0.19179593,-0.09483308,0.021248337,0.17148307,0.025204258,-0.08747322,-0.29400077,0.048153386,0.053945363,-0.07099006,0.04786973,-0.021265564,-0.26533192,0.08869916,0.034063764,-0.032098584,0.08321827,0.096511416,-0.004863126,0.03927559,0.01900179,-0.32156605,0.38341022,0.100016825,0.09538046,0.037312217,0.33119786,0.33734426,0.036355015,0.05398207,0.003945062,0.09118989,0.06583891,-0.025872733,-0.3313838,0.12309104,-0.043334838,-0.033321157,0.01568208,0.13420737,-0.12607503,-0.047609463,0.12530953,-0.03161853,0.40752614,0.026278304,0.030353516,0.1697088,0.4612524,-0.045593943
1308,1,0.07138999,0.020234775,0.04610833,-0.32764912,0.002907543,0.026313078,0.015327095,-0.037285414,0.052981153,0.4801958,0.008649144,-0.16938455,0.08589221,0.035763323,0.04554491,-0.05772248,-0.012039281,0.18226448,0.15751909,-0.24650787,-0.00504096,0.030776277,-0.086184695,0.008096356,0.008242583,0.059564326,-0.006738606,0.13424794,0.35458577,-0.007899231,0.085714474,0.045947175,-0.10834071,-0.038288333,0.09949337,0.18286751,0.11451935,0.12483199,0.43072715,0.09570841,0.007137147,-0.00054717,0.13843878,-0.1433331,0.019115174,0.19514744,0.20656653,-0.000960936,0.06728418,-0.047365658,0.19422144,-0.029421106,-0.000387998,0.043563906,-0.014453199,0.17144524,0.31984362,0.18956988,0.1963355,0.23009126,0.007633764
1242,4,-0.19207476,0.029940903,-0.09339767,-0.31921738,0.055280697,0.1290522,-0.062118426,0.22194178,0.034023337,0.39738816,0.032304008,-0.060688954,0.06381108,-0.088336065,0.111751206,0.015832888,-0.05872633,-0.1652299,0.18805452,0.03649129,-0.07916366,-0.056640234,-0.18793431,-0.09168504,-0.006734307,0.1016932,0.02859291,-0.04757884,0.20375167,-0.05717351,0.05743391,0.16940694,-0.24935326,0.3027708,0.16431312,0.3948706,0.06206088,0.15864135,0.27258506,0.040411506,-0.06216478,-0.016638612,0.01063116,0.1812922,-0.0902303,0.041659012,0.08196613,-0.008562878,0.086746275,-0.030776933,0.12899327,-0.015552931,-0.068914585,-0.005812989,-0.0482591,0.35899228,0.101741135,-0.07508544,0.027762843,0.23457552,-0.14883833
1232,4,-0.21117719,-0.18168153,-0.08362273,-0.63574845,0.016626125,-0.03738357,-0.07185857,0.20812176,0.005048956,0.44516575,0.12148007,0.16361885,-0.019078633,-0.121652775,0.14147201,-0.027508926,-0.050378263,-0.3103592,0.12521042,-0.1896407,0.014176684,0.009739016,-0.06452935,-0.025152408,-0.04285974,0.1584202,0.017758396,0.03807321,0.078958094,0.03660912,-0.026589418,0.036119368,-0.09865276,0.3643468,0.1052474,0.3293592,0.24119611,0.048184715,0.15722159,-0.005163992,-0.007664465,0.019392723,-0.027444553,0.035203833,-0.019092044,-0.26009402,0.003615067,-0.005420664,0.034528755,0.11430207,0.20070437,-0.048649777,-0.06695939,0.007238595,0.001110989,0.23386702,0.018674998,-0.23403172,0.00443193,0.43011996,0.112284385
1422,3,-0.0085522,0.06329011,-0.43700433,-0.30994883,0.08312007,0.011714791,-0.13780895,-0.058800004,0.05421863,0.5499095,-0.2336475,-0.3113148,-0.007651853,-0.011170005,0.14970334,-0.007793834,0.029171946,0.26127878,-0.011259276,0.28585038,-0.10136501,0.000588287,-0.00687319,0.043510336,0.20218197,-0.09433041,-0.11312621,-0.032368407,0.619312,-0.018070256,0.058052346,0.050140005,-0.32375163,0.3342449,0.41471663,0.35204688,0.123373434,0.24086815,0.3089433,0.13888972,0.1087049,0.13598831,-0.014048045,0.22201227,-0.07643086,0.7288963,-0.010714245,-0.07017799,0.30238658,-0.0715293,0.22721635,0.08151079,-0.041854497,0.064450875,-0.08811654,0.20714745,0.24709843,-0.05098854,0.08158902,0.40371212,0.040880132
1732,3,0.07880067,-0.1267341,-0.06306823,-0.69002104,0.015602769,-0.013578611,-0.011728806,0.046011444,0.07239556,0.41575918,-0.078987345,-0.10501546,-0.001026962,0.043029934,0.122018,-0.00259334,-0.061465982,-0.353299,-0.009889228,0.02560836,0.026769733,0.0663559,-0.003437323,-0.03210027,0.07439353,0.065247215,-0.043305114,0.059711065,0.13770683,0.001386455,0.008428599,0.027941896,-0.14353721,0.35560936,0.20236717,-0.001702359,0.037521504,-0.09437602,0.21276638,0.116569735,0.03624651,0.05636941,0.09702583,-0.038618036,-0.043757033,-0.32042283,0.07819602,0.008345923,-0.045415998,-0.000200346,0.034962706,-0.07981811,-0.002263905,-0.010991479,-0.034519415,0.37842274,-0.031258326,0.13403694,0.044557672,0.40604037,-0.030630669
2068,1,-0.041784342,-0.17125632,0.03596563,-0.71272653,0.058528867,0.003208514,-0.010798772,0.058949403,0.0613559,0.42509997,-0.079661496,-0.35658818,-0.12614861,0.038829654,0.2548248,-0.002553953,-0.023668312,-0.31364265,0.13708717,-0.088670015,0.027998056,0.014915902,0.007913621,-0.013521133,-0.012587744,0.08003086,0.028327594,-0.000563294,-0.05734114,-0.007514509,0.0011611,0.044147246,-0.13030565,0.42387217,0.1673523,0.19822443,0.07986053,-0.17918503,0.29932603,0.07459644,0.057577882,0.03247741,0.06779585,0.1459729,-0.02113576,-0.15377937,0.062585905,0.021477671,0.15345317,0.038432367,0.04956709,0.014786088,-0.06697925,0.035688136,-0.037326872,0.38302112,-0.026785122,0.26720807,-0.005726602,0.23662637,0.052377503
181,3,0.031447977,0.31680182,-0.042099223,-0.6797447,-0.005215532,-0.006835605,0.13772269,-0.107746385,0.09656132,0.31406203,0.04894625,-0.2677552,-0.002316958,0.2515421,0.19977789,-0.004091526,0.13026494,0.061570168,0.012043752,-0.054220658,-0.027323639,0.17485657,0.008250581,0.04067079,0.0293341,-0.18578862,-0.20391862,0.0058316,0.36522654,-0.09868677,0.12606414,0.05717361,-0.2574467,0.25286925,0.3518348,0.11201088,0.07250608,0.19310325,0.25059956,0.04599374,0.056303065,0.26184887,0.068926945,0.07489768,0.1184119,0.005721537,0.116548,0.029945787,0.37325892,-0.027769396,0.030779377,0.08056587,0.014605181,-0.13787648,-0.017894622,0.10923615,0.1945861,0.17421298,0.034082882,0.20488425,-0.003061504
901,1,-0.04008631,-0.07560285,-0.15031141,-0.74650156,0.09453934,0.02540317,0.07369015,0.13721126,-0.00916161,0.5128911,-0.07931047,-0.058272485,0.037959803,0.000748616,0.027061185,0.059036344,-0.03486138,-0.30868125,0.07192218,-0.19042398,0.002769906,0.034300108,-0.14149128,0.025330158,0.019656483,0.016617361,0.0469535,0.22758922,0.37642166,0.018045774,0.094558634,-0.016104762,-0.08241996,0.23533373,0.114301205,0.14576736,0.21058102,0.19447432,0.33121616,-0.001413339,0.055133495,0.012217435,0.05596792,-0.055085097,-0.029819278,0.38114825,0.14507276,0.003082875,0.02107171,0.003681617,0.043433663,-0.04170478,0.008064271,0.007301722,0.003117758,0.09260962,0.16449016,0.050788302,0.20925128,0.20603612,-0.038798
1804,5,0.01176104,-0.005435405,-0.08082433,-0.750277,-0.08755312,0.04850264,0.083406255,0.021575782,0.027941762,0.42306352,0.10257041,-0.15546505,-0.04087071,-0.030162415,0.0835487,-0.021407599,-0.10537713,-0.23775585,0.10813546,-0.15228705,-0.08733589,0.15369473,0.017800808,-0.05230929,-0.031485125,0.0716787,0.028055439,0.118797004,0.31414732,0.038327605,0.06974778,0.00089765,-0.056483477,0.20559578,0.22672461,0.16901705,0.042736005,0.2565108,0.36413434,0.09764486,0.024241239,0.048886828,-0.022628898,0.021289693,-0.11405406,-0.051720478,0.08818623,-0.03096568,0.02573469,-0.030791411,0.15182558,-0.01853296,-0.07812639,0.04683642,-0.045052137,0.19567612,0.08540107,0.13136667,0.072933435,0.20944507,-0.06729328
2086,4,-0.094112,-0.08605233,0.12229192,-0.4237383,-0.003642917,0.001651202,-0.030156951,0.11297492,0.07976043,0.46353638,0.11068995,0.06793934,-0.065779075,-0.03789392,-0.009349579,-0.003999867,-0.00086894,-0.097543955,0.051229157,-0.040744763,-0.06750934,0.05019272,-0.053355224,-0.06272045,-0.097315185,0.06324323,-0.015685594,0.1506882,0.2810677,0.004810914,0.057154316,0.03825501,-0.09451417,0.25094697,0.10181533,0.26785997,0.07914319,0.14716814,0.34413192,0.027472353,0.015614395,0.024253435,0.013624901,0.10124635,-0.002655593,-0.06129931,0.081212044,-0.054894052,0.08151298,0.006258018,0.13098009,-0.049576327,-0.07627904,0.02777259,-0.010952137,0.34868622,0.18169811,0.14241959,-0.04970897,0.4288549,-0.076880544
1291,1,-0.04047191,0.003643958,-0.15127291,-0.71098363,0.08638274,0.01794302,0.005367693,0.10442035,0.04514272,0.41967797,-0.07124597,0.049076054,-0.027856007,0.034471653,0.004977915,0.05409933,-0.06044839,-0.4046998,-0.03523041,-0.042424884,-0.03876453,0.07930841,-0.07116179,0.003881006,-0.008379033,0.09272134,0.015046957,0.20481992,0.3478465,-0.018375836,0.02602094,0.001188527,-0.094680764,0.30948126,0.1105086,0.084909804,0.16146865,-0.051117,0.24380988,0.10485254,0.025845446,0.022329982,0.09510338,-0.06357226,-0.11730802,-0.02073358,0.19144818,-0.00498443,-0.117098354,-0.03122486,-0.018340675,0.073419586,-0.029935243,-0.018766511,-0.017108906,0.16168164,0.08276003,0.17060372,0.12859376,0.26641136,-0.025685858
1796,6,0.005163634,-0.045435797,-0.11730484,-0.7154,-0.02399515,-0.019520566,-0.06343415,0.06575784,0.15471971,0.3269885,0.057366908,-0.2002566,0.002221171,0.06710436,0.24196471,0.07123426,0.072860785,-0.25180122,5.86E-05,0.017668536,0.085854515,0.117943145,0.0366802,0.099595614,0.069217,-0.031048933,0.014082989,0.033481874,0.042437278,-0.042720865,-0.0885543,0.091740966,-0.111569606,0.39389735,0.23296268,-0.027725436,-0.008292749,0.087674566,0.11143708,0.06861851,-0.0124315,-0.044254955,0.13324368,0.026968064,-0.06013209,-0.0916724,-0.220874,0.062271513,0.3273687,0.03270875,0.18816216,0.028249651,-0.0426138,-0.032625936,-0.0464208,0.4102331,0.040067077,-0.026614355,-0.000521991,0.17737275,0.09343488
1314,4,-0.29599047,0.04068632,0.19030154,-0.67937016,0.17768726,0.24908057,0.10292308,-0.16199182,0.076073475,0.44408485,0.18720625,0.24024093,0.12235787,0.11356315,0.32885787,-0.109826334,-0.023003276,-0.056179017,0.27925816,-0.10776915,0.03312877,0.30596036,-0.12730245,0.0523453,0.03846972,0.001399564,0.03245103,0.15779658,0.54334265,-0.06414085,0.065018594,0.029208727,-0.031058986,-0.29101813,0.08370983,0.45522138,-0.13304628,0.021680364,0.44901064,0.098364726,-0.062450524,0.05253036,0.13138953,0.30510947,-0.018575355,-0.011379006,0.07182448,0.10381633,0.06914705,-0.15334354,0.015743399,0.006224749,0.08093595,0.005021202,-0.04450114,0.073400155,-0.047995854,0.16407055,0.097224884,0.25956386,0.096072525
1052,1,-0.09171312,-0.10449885,0.091103375,-0.44486812,0.010558557,0.010128898,-0.047646437,0.105114184,0.082713194,0.45745626,0.1146937,0.02791804,-0.057854105,-0.03732235,0.001576081,-0.005677419,0.008464994,-0.10111076,0.05835328,-0.04738787,-0.064335965,0.0584266,-0.06289455,-0.03636647,-0.09241611,0.08828058,-0.008707003,0.15175416,0.33666882,0.005391139,0.063077085,0.03463793,-0.086559094,0.24753335,0.11180072,0.2574808,0.08418632,0.16574833,0.37141886,0.034928903,0.019663624,0.02303066,0.01384613,0.09457642,0.000398064,0.0329889,0.073362246,-0.04480681,0.11587012,0.00463119,0.1317806,-0.048247747,-0.07983018,0.027157214,-0.005850894,0.3391537,0.18173556,0.14919306,-0.008532298,0.38326198,-0.07015834
2204,7,-0.07317214,-0.28455818,0.29640704,-0.51071,0.06493335,0.001377461,-0.051852204,0.036514238,0.07952731,0.42241862,-0.08056793,-0.060126733,-0.028606901,0.032421865,0.022801928,-0.06024772,-0.059757926,-0.29503807,-0.10777754,0.097766384,-0.036113437,0.016466022,-0.004295847,-0.078010604,0.091286466,0.16076463,0.05233168,-0.02486997,-0.14869349,-0.009832645,0.019670915,0.025997255,-0.40173256,0.52555996,0.14420517,0.07048765,0.038190544,0.105907686,0.25476563,0.01805545,0.083314896,0.009801565,0.001228898,0.0986035,-0.033100728,-0.440606,0.047247957,-0.04297805,-0.24462411,0.021893445,0.3420317,-0.105889484,-0.11222363,0.071491934,0.00396662,0.46242127,-0.005194747,0.057391006,-0.1232203,0.4719321,-0.012199828
1329,4,-0.1888006,-0.028774599,-0.08985076,-0.38129362,0.14228371,0.10545119,-0.035951868,0.0908807,-0.018727304,0.44904116,-0.074404344,0.019477252,0.25297353,-0.07570206,-0.17686646,-0.063156046,-0.016586842,-0.04427795,0.1306852,-0.214309,-0.02798489,-0.021470152,-0.09185866,0.09676298,-0.0608481,0.017555501,-0.088257566,0.105284855,0.62642866,-0.02314973,0.10907357,0.1341304,-0.22770804,0.11051328,0.1934754,0.56984234,0.39761478,0.21930735,0.1419746,-0.00378746,-0.0457742,0.040977806,0.071201324,-0.038464088,-0.021875402,0.61873186,0.15062135,0.003114977,-0.1302803,-0.007953508,-0.08938966,0.032450102,0.040290136,-0.029177446,-0.120519824,-0.042344477,0.1614015,0.03741449,0.10534468,0.33664352,0.052343763
2295,4,0.2623922,0.1351798,-0.13695525,-0.45856845,0.012264334,-0.102854595,-0.153136,-0.09158501,-0.013726895,0.54176116,0.15204467,-0.15580761,0.20699097,-0.06172265,0.20329179,0.009479739,0.01934987,-0.096617825,-0.068684645,-0.29299313,0.059725706,0.02918479,-0.082980976,0.21903875,-0.08465807,-0.03165538,0.017246693,0.011855805,0.49972117,-0.015484788,0.01836883,0.22186026,-0.07612542,0.10887488,0.052175302,-0.36885214,0.30229634,0.017096981,0.35212812,0.121747404,0.06875004,0.060552817,0.29225358,-0.13137725,-0.004933912,0.47199354,0.0601788,0.047105618,0.7238763,-0.16786759,0.20697777,0.1301055,0.027960764,0.000424813,-0.048036687,0.09876695,0.17838381,0.15312342,-0.007270367,0.34965643,0.018595576
